Date,Ticker,Sector,Open,High,Low,Close,Volume
2024-08-09,HD,Consumer Discretionary,413.83,416.4,410.97,414.86,32755167
2024-08-12,HD,Consumer Discretionary,410.32,414.19,409.73,411.64,17640676
2024-08-13,HD,Consumer Discretionary,406.12,407.65,403.5,406.58,24402460
2024-08-14,HD,Consumer Discretionary,401.56,405.72,400.25,402.09,44328420
2024-08-15,HD,Consumer Discretionary,410.46,412.79,405.41,408.0,42980843
2024-08-16,HD,Consumer Discretionary,411.89,414.5,406.35,408.89,25053081
2024-08-19,HD,Consumer Discretionary,406.54,409.1,402.21,408.18,41190896
2024-08-20,HD,Consumer Discretionary,406.34,410.26,403.14,406.9,38639274
2024-08-21,HD,Consumer Discretionary,403.52,407.8,399.32,404.48,38881390
2024-08-22,HD,Consumer Discretionary,403.51,403.6,401.97,403.1,29930250
2024-08-23,HD,Consumer Discretionary,410.67,413.33,405.52,412.24,54228609
2024-08-26,HD,Consumer Discretionary,403.8,405.04,399.93,400.79,20193221
2024-08-27,HD,Consumer Discretionary,407.71,410.6,402.1,409.15,45736544
2024-08-28,HD,Consumer Discretionary,425.88,428.49,421.93,424.36,25681193
2024-08-29,HD,Consumer Discretionary,428.68,433.95,426.37,433.15,20096445
2024-08-30,HD,Consumer Discretionary,425.98,427.86,425.89,426.5,27213973
2024-09-02,HD,Consumer Discretionary,419.56,427.49,416.92,423.37,18680782
2024-09-03,HD,Consumer Discretionary,429.89,430.87,425.88,430.57,30663800
2024-09-04,HD,Consumer Discretionary,430.22,430.98,428.42,429.06,31059102
2024-09-05,HD,Consumer Discretionary,421.83,426.46,418.69,425.78,66685844
2024-09-06,HD,Consumer Discretionary,422.83,426.44,421.29,425.29,48103777
2024-09-09,HD,Consumer Discretionary,415.14,419.52,411.4,417.85,24897087
2024-09-10,HD,Consumer Discretionary,417.11,420.03,414.23,417.18,34527559
2024-09-11,HD,Consumer Discretionary,409.36,410.07,406.81,409.32,15442754
2024-09-12,HD,Consumer Discretionary,415.85,417.37,411.33,414.24,31302604
2024-09-13,HD,Consumer Discretionary,408.43,410.38,406.27,408.84,40388214
2024-09-16,HD,Consumer Discretionary,408.32,412.33,406.5,409.36,13814962
2024-09-17,HD,Consumer Discretionary,404.09,409.41,403.02,406.64,14915354
2024-09-18,HD,Consumer Discretionary,405.51,412.29,403.84,409.32,15550761
2024-09-19,HD,Consumer Discretionary,414.21,420.06,414.08,414.89,31380803
2024-09-20,HD,Consumer Discretionary,415.09,422.76,413.65,416.99,25784293
2024-09-23,HD,Consumer Discretionary,415.11,415.6,412.38,412.51,25258771
2024-09-24,HD,Consumer Discretionary,408.44,409.95,407.0,408.98,21712770
2024-09-25,HD,Consumer Discretionary,423.05,426.27,419.26,424.61,12423284
2024-09-26,HD,Consumer Discretionary,431.87,434.46,428.85,431.25,4660049
2024-09-27,HD,Consumer Discretionary,429.58,433.12,429.19,430.09,23923625
2024-09-30,HD,Consumer Discretionary,427.55,427.6,421.16,426.34,18536735
2024-10-01,HD,Consumer Discretionary,416.73,416.97,412.97,416.72,12952600
2024-10-02,HD,Consumer Discretionary,424.55,428.36,419.9,424.44,23655714
2024-10-03,HD,Consumer Discretionary,418.82,422.16,416.93,419.8,28157124
2024-10-04,HD,Consumer Discretionary,425.6,427.27,424.56,427.08,29665659
2024-10-07,HD,Consumer Discretionary,434.75,437.09,429.36,432.93,36241556
2024-10-08,HD,Consumer Discretionary,443.01,444.24,441.4,442.5,19412628
2024-10-09,HD,Consumer Discretionary,448.09,450.09,446.0,448.08,27656416
2024-10-10,HD,Consumer Discretionary,445.33,447.38,443.76,446.78,20768679
2024-10-11,HD,Consumer Discretionary,445.64,448.54,445.37,447.1,23819683
2024-10-14,HD,Consumer Discretionary,448.05,449.24,444.26,447.49,18470237
2024-10-15,HD,Consumer Discretionary,445.37,449.78,444.38,445.77,11548404
2024-10-16,HD,Consumer Discretionary,435.96,438.09,432.22,434.4,28304597
2024-10-17,HD,Consumer Discretionary,417.85,421.77,413.76,419.62,42101834
2024-10-18,HD,Consumer Discretionary,425.16,426.56,421.19,424.91,21210090
2024-10-21,HD,Consumer Discretionary,424.34,428.02,421.61,423.88,36154041
2024-10-22,HD,Consumer Discretionary,431.66,431.77,427.85,430.59,20916486
2024-10-23,HD,Consumer Discretionary,428.77,432.67,427.81,428.17,33327788
2024-10-24,HD,Consumer Discretionary,430.39,434.24,424.75,428.36,44648708
2024-10-25,HD,Consumer Discretionary,435.79,438.68,434.02,434.93,27554620
2024-10-28,HD,Consumer Discretionary,446.54,446.6,445.15,445.96,27131431
2024-10-29,HD,Consumer Discretionary,444.47,445.78,442.95,443.91,22372063
2024-10-30,HD,Consumer Discretionary,441.03,445.16,435.46,437.01,41019399
2024-10-31,HD,Consumer Discretionary,447.4,447.92,441.4,445.69,25450257
2024-11-01,HD,Consumer Discretionary,443.14,447.07,438.93,443.85,32853775
2024-11-04,HD,Consumer Discretionary,441.3,444.6,438.51,440.61,39410118
2024-11-05,HD,Consumer Discretionary,436.15,438.48,435.62,438.0,32987590
2024-11-06,HD,Consumer Discretionary,431.39,433.42,430.92,433.17,30278928
2024-11-07,HD,Consumer Discretionary,438.9,439.86,432.58,438.73,53141359
2024-11-08,HD,Consumer Discretionary,428.22,435.91,426.59,429.54,29848101
2024-11-11,HD,Consumer Discretionary,432.63,433.42,430.28,430.44,39093182
2024-11-12,HD,Consumer Discretionary,434.99,438.85,430.1,432.36,26985827
2024-11-13,HD,Consumer Discretionary,428.62,429.24,427.23,428.42,37790728
2024-11-14,HD,Consumer Discretionary,443.13,444.77,437.1,439.5,26576037
2024-11-15,HD,Consumer Discretionary,445.86,447.49,444.75,446.02,48130696
2024-11-18,HD,Consumer Discretionary,442.0,444.07,435.34,442.98,22282013
2024-11-19,HD,Consumer Discretionary,442.74,445.42,442.2,442.43,20369450
2024-11-20,HD,Consumer Discretionary,451.23,451.65,446.28,448.97,36265298
2024-11-21,HD,Consumer Discretionary,450.14,452.89,446.45,449.75,31638675
2024-11-22,HD,Consumer Discretionary,461.76,463.01,456.34,460.05,27613364
2024-11-25,HD,Consumer Discretionary,467.17,470.53,463.16,464.43,15437569
2024-11-26,HD,Consumer Discretionary,465.56,467.92,464.23,466.52,26991627
2024-11-27,HD,Consumer Discretionary,466.87,471.88,466.45,468.56,32291769
2024-11-28,HD,Consumer Discretionary,488.31,500.03,483.82,492.39,23308500
2024-11-29,HD,Consumer Discretionary,485.93,493.22,479.65,484.59,29694256
2024-12-02,HD,Consumer Discretionary,479.44,482.16,474.8,476.33,28856989
2024-12-03,HD,Consumer Discretionary,476.58,477.29,473.28,474.71,38831211
2024-12-04,HD,Consumer Discretionary,484.08,486.36,478.24,485.6,34911229
2024-12-05,HD,Consumer Discretionary,471.06,474.81,466.41,466.68,36656751
2024-12-06,HD,Consumer Discretionary,452.75,453.23,451.55,452.68,23822326
2024-12-09,HD,Consumer Discretionary,449.81,450.12,446.41,450.0,27373919
2024-12-10,HD,Consumer Discretionary,468.98,470.24,461.79,465.47,26536417
2024-12-11,HD,Consumer Discretionary,464.28,469.87,463.87,465.88,21055338
2024-12-12,HD,Consumer Discretionary,456.06,457.88,451.58,457.43,10940984
2024-12-13,HD,Consumer Discretionary,465.15,470.9,460.76,463.66,10369502
2024-12-16,HD,Consumer Discretionary,475.09,477.51,474.75,476.2,51479729
2024-12-17,HD,Consumer Discretionary,474.02,476.84,467.94,471.56,54567273
2024-12-18,HD,Consumer Discretionary,477.63,479.43,474.98,475.2,30703993
2024-12-19,HD,Consumer Discretionary,473.23,477.1,473.01,476.62,19154088
2024-12-20,HD,Consumer Discretionary,479.96,485.87,479.57,481.2,48334444
2024-12-23,HD,Consumer Discretionary,473.9,479.49,469.21,477.89,16160018
2024-12-24,HD,Consumer Discretionary,481.0,483.89,480.18,482.92,21359290
2024-12-25,HD,Consumer Discretionary,484.39,494.25,483.5,489.62,17073413
2024-12-26,HD,Consumer Discretionary,496.1,496.75,494.42,495.44,29478148
2024-12-27,HD,Consumer Discretionary,480.14,485.16,477.07,482.81,22082305
2024-12-30,HD,Consumer Discretionary,473.43,477.08,467.17,471.96,38376172
2024-12-31,HD,Consumer Discretionary,466.25,471.58,462.06,466.98,41464532
2025-01-01,HD,Consumer Discretionary,467.68,471.96,466.68,469.19,42745204
2025-01-02,HD,Consumer Discretionary,472.44,479.6,470.06,473.61,45650852
2025-01-03,HD,Consumer Discretionary,464.8,467.05,461.92,465.84,36298855
2025-01-06,HD,Consumer Discretionary,470.49,477.71,467.03,468.47,35122984
2025-01-07,HD,Consumer Discretionary,474.7,477.43,473.55,475.78,29157734
2025-01-08,HD,Consumer Discretionary,481.49,482.57,480.89,481.08,24340722
2025-01-09,HD,Consumer Discretionary,476.9,481.06,476.36,477.77,31425282
2025-01-10,HD,Consumer Discretionary,471.85,476.46,470.25,475.17,24114724
2025-01-13,HD,Consumer Discretionary,470.19,477.08,463.19,465.53,35012263
2025-01-14,HD,Consumer Discretionary,479.95,480.49,477.02,478.71,36536061
2025-01-15,HD,Consumer Discretionary,480.88,483.48,480.31,482.56,17294296
2025-01-16,HD,Consumer Discretionary,471.95,473.66,465.83,470.33,22734102
2025-01-17,HD,Consumer Discretionary,477.94,482.94,477.48,479.78,41579149
2025-01-20,HD,Consumer Discretionary,483.51,487.78,474.72,485.06,31513218
2025-01-21,HD,Consumer Discretionary,496.6,498.81,490.05,494.56,33766833
2025-01-22,HD,Consumer Discretionary,491.09,491.9,487.59,490.36,34827671
2025-01-23,HD,Consumer Discretionary,485.03,493.96,484.68,487.3,16023845
2025-01-24,HD,Consumer Discretionary,480.01,482.05,472.6,481.19,19345823
2025-01-27,HD,Consumer Discretionary,497.44,499.43,495.85,497.72,22903058
2025-01-28,HD,Consumer Discretionary,491.26,494.58,490.32,493.96,22212993
2025-01-29,HD,Consumer Discretionary,485.38,490.33,484.39,486.64,16898472
2025-01-30,HD,Consumer Discretionary,480.76,481.99,476.65,481.83,43968210
2025-01-31,HD,Consumer Discretionary,481.54,485.95,478.34,479.54,7487491
2025-02-03,HD,Consumer Discretionary,495.33,498.07,489.24,491.7,29554589
2025-02-04,HD,Consumer Discretionary,497.38,500.73,491.25,494.11,24963186
2025-02-05,HD,Consumer Discretionary,503.3,505.21,502.88,504.09,36743416
2025-02-06,HD,Consumer Discretionary,508.65,510.57,498.44,506.63,29276676
2025-02-07,HD,Consumer Discretionary,505.14,505.94,502.7,505.4,15028591
2025-02-10,HD,Consumer Discretionary,498.31,499.45,495.38,497.21,21441437
2025-02-11,HD,Consumer Discretionary,513.58,516.87,509.15,510.12,25929604
2025-02-12,HD,Consumer Discretionary,520.56,521.87,517.65,518.44,38249333
2025-02-13,HD,Consumer Discretionary,531.27,535.53,524.11,527.66,20369022
2025-02-14,HD,Consumer Discretionary,531.85,535.93,529.81,535.71,27811370
2025-02-17,HD,Consumer Discretionary,528.52,533.69,528.04,529.87,31385235
2025-02-18,HD,Consumer Discretionary,535.32,535.74,525.35,532.37,23629484
2025-02-19,HD,Consumer Discretionary,547.07,550.48,540.08,541.87,21719795
2025-02-20,HD,Consumer Discretionary,553.27,554.96,549.29,550.31,21641239
2025-02-21,HD,Consumer Discretionary,554.43,556.75,546.0,551.94,18253188
2025-02-24,HD,Consumer Discretionary,565.96,573.11,563.82,569.64,27950450
2025-02-25,HD,Consumer Discretionary,573.87,579.59,573.59,574.76,40427093
2025-02-26,HD,Consumer Discretionary,590.01,590.89,583.01,587.19,17630201
2025-02-27,HD,Consumer Discretionary,588.42,590.83,587.93,589.34,25600710
2025-02-28,HD,Consumer Discretionary,582.73,593.92,579.68,586.11,30406826
2025-03-03,HD,Consumer Discretionary,598.05,599.72,592.75,595.47,28085649
2025-03-04,HD,Consumer Discretionary,605.21,606.1,599.64,602.73,18152063
2025-03-05,HD,Consumer Discretionary,605.89,606.63,601.13,606.36,30057736
2025-03-06,HD,Consumer Discretionary,603.44,608.65,597.93,598.43,29780876
2025-03-07,HD,Consumer Discretionary,610.2,613.37,601.83,608.38,28148574
2025-03-10,HD,Consumer Discretionary,597.81,601.0,596.61,600.94,55318010
2025-03-11,HD,Consumer Discretionary,611.76,611.96,608.26,608.7,37348921
2025-03-12,HD,Consumer Discretionary,601.16,612.37,595.83,598.29,28295712
2025-03-13,HD,Consumer Discretionary,586.75,593.79,578.31,590.46,33482206
2025-03-14,HD,Consumer Discretionary,596.63,603.52,590.34,593.5,9803297
2025-03-17,HD,Consumer Discretionary,601.16,602.11,594.0,599.27,27254778
2025-03-18,HD,Consumer Discretionary,603.73,604.3,598.6,601.63,25829384
2025-03-19,HD,Consumer Discretionary,596.77,604.2,596.23,596.83,14836810
2025-03-20,HD,Consumer Discretionary,609.66,615.75,603.8,607.74,24008543
2025-03-21,HD,Consumer Discretionary,607.78,610.52,604.41,609.37,30755229
2025-03-24,HD,Consumer Discretionary,609.39,613.72,607.81,611.54,16854799
2025-03-25,HD,Consumer Discretionary,606.58,611.25,606.47,610.28,29675884
2025-03-26,HD,Consumer Discretionary,604.46,604.68,601.16,603.51,28977036
2025-03-27,HD,Consumer Discretionary,608.74,621.54,601.23,614.67,28022135
2025-03-28,HD,Consumer Discretionary,611.41,612.76,608.4,608.63,23575056
2025-03-31,HD,Consumer Discretionary,632.84,633.87,623.3,625.44,11823953
2025-04-01,HD,Consumer Discretionary,623.33,623.98,614.53,617.48,36416624
2025-04-02,HD,Consumer Discretionary,619.57,623.63,617.18,620.95,18307823
2025-04-03,HD,Consumer Discretionary,625.41,626.04,619.87,621.93,32051538
2025-04-04,HD,Consumer Discretionary,623.0,629.21,618.77,621.1,24839139
2025-04-07,HD,Consumer Discretionary,625.66,629.89,620.9,628.16,41214329
2025-04-08,HD,Consumer Discretionary,635.36,637.58,633.55,636.39,34114399
2025-04-09,HD,Consumer Discretionary,639.44,649.63,635.65,642.15,37364539
2025-04-10,HD,Consumer Discretionary,635.16,637.33,627.36,631.51,26658455
2025-04-11,HD,Consumer Discretionary,615.06,621.62,614.39,619.97,27624006
2025-04-14,HD,Consumer Discretionary,611.56,613.35,607.06,608.04,28236933
2025-04-15,HD,Consumer Discretionary,600.6,606.98,591.04,605.95,22278927
2025-04-16,HD,Consumer Discretionary,629.31,631.11,624.35,626.74,28421558
2025-04-17,HD,Consumer Discretionary,623.3,626.55,611.62,626.54,46124127
2025-04-18,HD,Consumer Discretionary,648.05,648.72,643.83,647.89,20157883
2025-04-21,HD,Consumer Discretionary,648.97,651.15,644.09,647.84,43416123
2025-04-22,HD,Consumer Discretionary,650.84,651.26,642.81,649.8,35353618
2025-04-23,HD,Consumer Discretionary,652.69,658.05,648.69,656.3,38120784
2025-04-24,HD,Consumer Discretionary,652.08,655.26,649.16,653.55,16273478
2025-04-25,HD,Consumer Discretionary,654.23,663.0,651.37,656.23,31890720
2025-04-28,HD,Consumer Discretionary,640.37,644.28,633.77,638.65,28546271
2025-04-29,HD,Consumer Discretionary,630.06,630.65,628.69,629.86,44799864
2025-04-30,HD,Consumer Discretionary,614.46,622.21,608.22,613.21,44726260
2025-05-01,HD,Consumer Discretionary,617.4,622.96,615.7,620.6,11707764
2025-05-02,HD,Consumer Discretionary,611.72,612.87,603.25,607.36,23955594
2025-05-05,HD,Consumer Discretionary,618.98,624.11,618.1,621.36,44996401
2025-05-06,HD,Consumer Discretionary,623.18,631.82,619.8,625.18,31907863
2025-05-07,HD,Consumer Discretionary,637.35,637.41,629.84,635.07,33582089
2025-05-08,HD,Consumer Discretionary,623.77,629.99,620.64,628.79,25187050
2025-05-09,HD,Consumer Discretionary,618.16,620.58,612.34,617.78,12816108
2025-05-12,HD,Consumer Discretionary,610.1,617.26,600.37,614.63,21484928
2025-05-13,HD,Consumer Discretionary,623.08,626.51,615.68,625.38,31982563
2025-05-14,HD,Consumer Discretionary,642.88,651.52,640.32,646.84,27083705
2025-05-15,HD,Consumer Discretionary,652.41,653.43,652.24,652.4,23832543
2025-05-16,HD,Consumer Discretionary,640.02,641.93,635.84,638.97,32203032
2025-05-19,HD,Consumer Discretionary,632.93,635.79,625.57,629.33,29707544
2025-05-20,HD,Consumer Discretionary,611.87,617.82,610.62,614.63,37267586
2025-05-21,HD,Consumer Discretionary,621.85,625.76,609.05,613.65,20496404
2025-05-22,HD,Consumer Discretionary,617.89,618.74,611.02,611.21,18602140
2025-05-23,HD,Consumer Discretionary,614.74,616.71,607.13,610.16,18274488
2025-05-26,HD,Consumer Discretionary,600.85,601.02,596.77,599.96,33385823
2025-05-27,HD,Consumer Discretionary,588.23,591.02,587.62,588.97,22620627
2025-05-28,HD,Consumer Discretionary,589.76,590.2,586.38,590.13,34206823
2025-05-29,HD,Consumer Discretionary,593.92,598.19,592.59,594.98,30397377
2025-05-30,HD,Consumer Discretionary,584.21,585.79,580.62,583.98,40819632
2025-06-02,HD,Consumer Discretionary,589.48,593.52,587.66,588.67,18171577
2025-06-03,HD,Consumer Discretionary,602.73,610.4,595.38,597.86,36440765
2025-06-04,HD,Consumer Discretionary,576.54,577.89,569.96,575.85,27296338
2025-06-05,HD,Consumer Discretionary,588.13,591.69,587.91,590.63,47114887
2025-06-06,HD,Consumer Discretionary,600.17,601.26,596.52,597.54,44459011
2025-06-09,HD,Consumer Discretionary,606.87,608.25,606.71,606.96,24057690
2025-06-10,HD,Consumer Discretionary,597.43,604.93,591.41,597.33,31450432
2025-06-11,HD,Consumer Discretionary,609.68,611.04,602.34,605.13,13870641
2025-06-12,HD,Consumer Discretionary,616.45,618.69,611.61,614.14,31845033
2025-06-13,HD,Consumer Discretionary,609.42,609.55,606.53,608.02,26849881
2025-06-16,HD,Consumer Discretionary,614.01,619.69,604.64,615.89,26245198
2025-06-17,HD,Consumer Discretionary,619.3,622.19,613.92,614.82,20822675
2025-06-18,HD,Consumer Discretionary,611.94,612.41,602.89,609.03,18399416
2025-06-19,HD,Consumer Discretionary,605.21,610.69,599.47,607.4,18831363
2025-06-20,HD,Consumer Discretionary,609.61,612.39,594.27,609.31,38557366
2025-06-23,HD,Consumer Discretionary,601.74,608.93,601.62,606.65,48787565
2025-06-24,HD,Consumer Discretionary,602.11,604.05,596.55,599.24,42759432
2025-06-25,HD,Consumer Discretionary,599.01,604.02,598.51,603.29,24655240
2025-06-26,HD,Consumer Discretionary,610.0,610.74,607.19,608.97,29384434
2025-06-27,HD,Consumer Discretionary,611.9,612.27,608.1,610.68,28060672
2025-06-30,HD,Consumer Discretionary,593.11,598.13,591.84,595.15,26850187
2025-07-01,HD,Consumer Discretionary,589.96,593.42,587.98,589.86,29952055
2025-07-02,HD,Consumer Discretionary,582.5,584.77,581.9,582.17,37855621
2025-07-03,HD,Consumer Discretionary,599.1,599.97,595.86,598.57,47331014
2025-07-04,HD,Consumer Discretionary,598.1,606.38,594.81,599.97,26895362
2025-07-07,HD,Consumer Discretionary,596.69,599.65,589.54,597.56,31499074
2025-07-08,HD,Consumer Discretionary,594.06,594.68,591.47,592.5,41738441
2025-07-09,HD,Consumer Discretionary,590.87,597.1,587.59,591.59,32892831
2025-07-10,HD,Consumer Discretionary,599.28,601.09,597.55,598.97,28224372
2025-07-11,HD,Consumer Discretionary,581.35,583.92,576.92,581.72,14170702
2025-07-14,HD,Consumer Discretionary,590.75,594.06,577.48,584.13,25822918
2025-07-15,HD,Consumer Discretionary,579.21,581.14,575.55,579.68,28335518
2025-07-16,HD,Consumer Discretionary,583.61,586.7,580.33,583.95,37032607
2025-07-17,HD,Consumer Discretionary,586.86,593.49,583.87,591.68,25877919
2025-07-18,HD,Consumer Discretionary,585.52,589.88,582.73,585.37,22120723
2025-07-21,HD,Consumer Discretionary,571.46,577.09,566.73,572.82,14331235
2025-07-22,HD,Consumer Discretionary,573.05,576.05,564.63,570.3,31798377
2025-07-23,HD,Consumer Discretionary,582.18,586.57,579.58,582.3,50038272
2025-07-24,HD,Consumer Discretionary,593.08,593.66,585.92,590.36,22324084
2025-07-25,HD,Consumer Discretionary,583.02,587.88,579.57,587.07,27985426
2025-07-28,HD,Consumer Discretionary,584.23,585.49,579.88,581.38,28880814
2025-07-29,HD,Consumer Discretionary,577.75,578.26,575.89,576.44,20478970
2025-07-30,HD,Consumer Discretionary,563.57,572.91,559.14,564.74,13566734
2025-07-31,HD,Consumer Discretionary,565.6,572.37,562.36,572.1,22922100
2025-08-01,HD,Consumer Discretionary,584.07,584.29,580.61,581.22,35437030
2025-08-04,HD,Consumer Discretionary,576.41,578.95,573.94,577.89,27713514
2025-08-05,HD,Consumer Discretionary,578.78,581.35,571.22,573.52,27535913
2025-08-06,HD,Consumer Discretionary,569.76,570.94,566.36,567.38,19034885
2025-08-07,HD,Consumer Discretionary,566.37,567.42,556.41,563.56,51483898
2025-08-08,HD,Consumer Discretionary,559.23,559.48,553.82,557.19,36894764
2025-08-11,HD,Consumer Discretionary,556.63,558.54,549.91,556.06,19935898
2025-08-12,HD,Consumer Discretionary,560.82,564.17,557.87,563.32,33463291
2025-08-13,HD,Consumer Discretionary,567.29,572.5,562.93,569.74,19805278
2025-08-14,HD,Consumer Discretionary,562.05,564.35,558.85,562.36,30830087
2025-08-15,HD,Consumer Discretionary,568.76,569.66,563.54,563.98,39892258
2025-08-18,HD,Consumer Discretionary,569.83,575.53,567.86,570.08,4946475
2025-08-19,HD,Consumer Discretionary,564.94,568.24,558.35,561.77,9279508
2025-08-20,HD,Consumer Discretionary,561.51,565.42,558.49,563.3,45105336
2025-08-21,HD,Consumer Discretionary,574.47,574.64,572.44,574.5,33604856
2025-08-22,HD,Consumer Discretionary,563.35,574.88,558.26,572.52,31947432
2025-08-25,HD,Consumer Discretionary,553.53,554.35,546.17,554.3,24982554
2025-08-26,HD,Consumer Discretionary,535.08,539.91,529.78,532.23,14923853
2025-08-27,HD,Consumer Discretionary,538.36,540.85,534.72,535.12,8160885
2025-08-28,HD,Consumer Discretionary,538.74,540.78,535.1,536.28,28692203
2025-08-29,HD,Consumer Discretionary,542.12,542.55,538.09,538.14,43503701
2025-09-01,HD,Consumer Discretionary,540.89,545.43,540.2,542.61,18188999
2025-09-02,HD,Consumer Discretionary,530.02,532.36,525.42,530.01,42484492
2025-09-03,HD,Consumer Discretionary,522.68,526.72,521.61,523.42,16433566
2025-09-04,HD,Consumer Discretionary,526.65,528.36,524.2,527.2,6386719
2025-09-05,HD,Consumer Discretionary,531.78,536.13,527.74,533.65,17097400
2025-09-08,HD,Consumer Discretionary,532.29,532.72,528.16,531.71,33865051
2025-09-09,HD,Consumer Discretionary,520.07,521.92,513.61,519.77,30444723
2025-09-10,HD,Consumer Discretionary,524.17,529.45,518.71,522.84,30496156
2025-09-11,HD,Consumer Discretionary,524.36,527.69,521.59,523.51,10010064
2025-09-12,HD,Consumer Discretionary,518.29,522.6,513.1,514.89,27678553
2025-09-15,HD,Consumer Discretionary,501.87,504.42,498.59,498.78,11364107
2025-09-16,HD,Consumer Discretionary,498.89,505.5,493.19,503.58,25783186
2025-09-17,HD,Consumer Discretionary,501.26,503.65,496.71,498.83,12442184
2025-09-18,HD,Consumer Discretionary,501.78,506.09,498.43,500.56,20142938
2025-09-19,HD,Consumer Discretionary,500.72,503.82,496.78,501.99,15863985
2025-09-22,HD,Consumer Discretionary,489.46,500.39,488.91,493.01,30501676
2025-09-23,HD,Consumer Discretionary,494.88,498.09,491.84,496.53,30961681
2025-09-24,HD,Consumer Discretionary,494.02,495.06,489.11,489.93,30290948
2025-09-25,HD,Consumer Discretionary,479.5,480.2,474.5,478.44,31086422
2025-09-26,HD,Consumer Discretionary,465.39,467.96,465.3,466.23,18591295
2025-09-29,HD,Consumer Discretionary,463.88,474.23,458.69,466.42,33471765
2025-09-30,HD,Consumer Discretionary,478.27,480.58,469.46,478.53,20876382
2025-10-01,HD,Consumer Discretionary,480.72,483.62,477.1,479.07,29574859
2025-10-02,HD,Consumer Discretionary,496.05,497.09,489.54,492.96,24249637
2025-10-03,HD,Consumer Discretionary,502.48,507.87,499.06,504.62,34485240
2025-10-06,HD,Consumer Discretionary,507.21,512.39,504.89,509.02,31238000
2025-10-07,HD,Consumer Discretionary,524.49,526.21,519.56,522.08,28767804
2025-10-08,HD,Consumer Discretionary,534.85,538.0,530.75,534.53,21345252
2025-10-09,HD,Consumer Discretionary,550.18,551.64,540.56,544.86,23425042
2025-10-10,HD,Consumer Discretionary,530.94,534.01,525.46,528.68,31825047
2025-10-13,HD,Consumer Discretionary,530.41,531.69,521.15,526.93,12134065
2025-10-14,HD,Consumer Discretionary,522.19,523.14,518.2,521.32,33705702
2025-10-15,HD,Consumer Discretionary,527.53,533.56,520.78,531.33,43307660
2025-10-16,HD,Consumer Discretionary,528.38,536.3,525.66,528.97,32416153
2025-10-17,HD,Consumer Discretionary,542.51,547.69,540.7,544.04,27320056
2025-10-20,HD,Consumer Discretionary,541.67,550.47,538.35,545.18,45880567
2025-10-21,HD,Consumer Discretionary,550.98,551.7,544.67,545.19,24722968
2025-10-22,HD,Consumer Discretionary,539.71,546.91,533.23,542.14,19259222
2025-10-23,HD,Consumer Discretionary,540.57,542.34,539.12,540.79,39652226
2025-10-24,HD,Consumer Discretionary,539.94,544.99,537.43,543.36,26627282
2025-10-27,HD,Consumer Discretionary,545.37,545.88,538.81,543.04,13092400
2025-10-28,HD,Consumer Discretionary,538.35,539.5,529.14,539.25,17370948
2025-10-29,HD,Consumer Discretionary,533.91,539.26,531.5,536.0,19998120
2025-10-30,HD,Consumer Discretionary,554.04,559.77,544.55,551.87,24475113
2025-10-31,HD,Consumer Discretionary,565.8,574.9,563.73,569.76,36612544
2025-11-03,HD,Consumer Discretionary,567.88,571.91,561.24,565.74,7145280
2025-11-04,HD,Consumer Discretionary,574.92,576.87,570.94,573.68,33517697
2025-11-05,HD,Consumer Discretionary,561.65,572.7,559.37,566.35,32805391
2025-11-06,HD,Consumer Discretionary,564.02,567.2,560.97,563.65,34693501
2025-11-07,HD,Consumer Discretionary,554.33,558.51,552.6,554.11,36238484
2025-11-10,HD,Consumer Discretionary,566.99,568.18,562.5,563.4,26435664
2025-11-11,HD,Consumer Discretionary,568.78,570.9,557.51,568.03,39719512
2025-11-12,HD,Consumer Discretionary,579.38,581.66,570.51,574.44,26676816
2025-11-13,HD,Consumer Discretionary,582.34,586.58,582.14,582.87,20247781
2025-11-14,HD,Consumer Discretionary,571.39,578.21,569.2,575.03,38422871
2025-11-17,HD,Consumer Discretionary,569.65,579.04,563.29,572.31,34980842
2025-11-18,HD,Consumer Discretionary,571.37,579.57,565.66,576.65,36175035
2025-11-19,HD,Consumer Discretionary,572.23,575.64,571.86,573.73,33063868
2025-11-20,HD,Consumer Discretionary,578.09,579.77,568.71,574.63,29560900
2025-11-21,HD,Consumer Discretionary,566.3,572.27,565.22,567.55,25931317
2025-11-24,HD,Consumer Discretionary,580.74,584.06,578.08,579.89,15103988
2025-11-25,HD,Consumer Discretionary,586.52,589.78,579.98,588.86,35718605
2025-11-26,HD,Consumer Discretionary,603.9,609.37,586.94,600.79,28429315
2025-11-27,HD,Consumer Discretionary,611.55,615.51,603.53,607.41,45422286
2025-11-28,HD,Consumer Discretionary,595.85,598.96,594.64,597.06,26229602
2025-12-01,HD,Consumer Discretionary,593.66,599.6,590.94,592.75,25033291
2025-12-02,HD,Consumer Discretionary,586.86,587.72,579.19,586.37,22331828
2025-12-03,HD,Consumer Discretionary,586.16,591.55,579.91,584.23,16651767
2025-12-04,HD,Consumer Discretionary,594.48,602.37,592.7,594.39,10995196
2025-12-05,HD,Consumer Discretionary,584.47,587.35,574.52,580.66,38942291
2025-12-08,HD,Consumer Discretionary,573.72,579.45,573.01,575.51,26995108
2025-12-09,HD,Consumer Discretionary,573.09,575.94,569.41,572.14,30623635
2025-12-10,HD,Consumer Discretionary,559.46,562.93,558.8,560.38,20009670
